project,CWE_id,commit_hash,commit_message,commit_date,files_changed,code_diff_summary
microsoft_MixedRealityToolkit-Unity,CWE-569,023b44f6ce22ae8c2c805ea805428857dce3c06a,Standardize C# codeblock syntax,,34,"共 182 处添加, 172 处删除. 示例: 删除: ```csharp; 添加: ```c#; 删除: ```csharp"
microsoft_MixedRealityToolkit-Unity,CWE-133,b41fd0dd16ec331330e47848332db6328001ccd3,rename serializedproperty vars,,4,"共 13 处添加, 13 处删除. 示例: 删除: public SerializedProperty Name;; 删除: public SerializedProperty Type;; 添加: public SerializedProperty componentName;"
microsoft_MixedRealityToolkit-Unity,CWE-1219,117f36a69e5c062318695c985e448458d447ebd2,start migrating local file methods to new file utils,,2,"共 25 处添加, 29 处删除. 示例: 删除: DirectoryInfo packageCache = GetPackageCache();; 添加: DirectoryInfo packageCache = FileUtilities.GetPackageCache();; 删除: /// <summary>"
microsoft_MixedRealityToolkit-Unity,CWE-569,20a26b2ea37108f9e3ad4192099a56f81a619d96,Remove commented code,,2,"共 0 处添加, 17 处删除. 示例: 删除: /*; 删除: foreach (IMixedRealityPointer pointer in controller.InputSource.Pointers); 删除: {"
microsoft_MixedRealityToolkit-Unity,CWE-1225,6e36550eb748a776dfbe492fc1ba316bc5d55cbc,"Dedicate info for observers

Add dedicated section in SA getting started to directly point people to more detailed setup and information",,1,"共 14 处添加, 3 处删除. 示例: 添加: ## Next steps; 添加: ; 添加: After following the procedures above to enable the Spatial Awareness system, the system can be configured and controlled in more detail."
microsoft_MixedRealityToolkit-Unity,CWE-465,bf80f6e42ff6cfa844b9e5899a0d1a02ab84441a,Add explicit tests for checking that pointer is near grabbable,,1,"共 22 处添加, 20 处删除. 示例: 删除: /// Tests that sphere pointer behaves correctly when hand is near grabbable; 添加: /// Tests that sphere pointer grabs object when hand is insize a giant grabbable; 删除: public "
microsoft_MixedRealityToolkit-Unity,CWE-189,454dd9e04f1ed2595f88bad35eee010f51c0a406,Use MathUtilities.IsInFOV when checking if point is in frustrum,,1,"共 30 处添加, 26 处删除. 示例: 添加: // List of corners shared across all sphere pointer query instances --; 添加: // used to store list of corners for a bounds. Shared and static; 添加: // to avoid allocating memor"
microsoft_MixedRealityToolkit-Unity,CWE-569,d8fcfc77ba0c717f39088ff55c0b5ddbe534cc94,foreach -> for,,1,"共 2 处添加, 2 处删除. 示例: 删除: using System;; 删除: foreach (var corner in corners); 添加: for (int i = 0; i < corners.Count; i++)"
microsoft_MixedRealityToolkit-Unity,CWE-355,8378972665a2dc5168ce6595f9ec6b197837e607,Add thumb visual property and set cell width and cell height when changing slider axis,,2,"共 74 处添加, 15 处删除. 示例: 添加: sliderValue: 0.5; 删除: sliderValue: 0.5; 添加: thumbVisual: {fileID: 7307063430134822100}"
microsoft_MixedRealityToolkit-Unity,CWE-1226,b1c2a6bccd7106d2861f72ac26eb981b02872015,So yeah...,,2,"共 81 处添加, 1 处删除. 示例: 添加: <#; 添加: .SYNOPSIS; 添加: Given a GitHub PullRequest ID, this generates a file containing a list of files that were changed"
microsoft_MixedRealityToolkit-Unity,CWE-465,0749c1c26f9326a2c42fb0063d5de91bf23e485b,Fix slate zooming for GGV Pointer,,2,"共 35 处添加, 1 处删除. 示例: 添加: ; 添加: if (data.currentPointer is GGVPointer); 添加: {"
microsoft_MixedRealityToolkit-Unity,CWE-569,5a95fcaa30e96c6215ff5e69f743f377932ea665,removed whitespace - added comment - removed obsolete code,,2,"共 2 处添加, 5 处删除. 示例: 删除: var inputSimulationService = PlayModeTestUtilities.GetInputSimulationService();; 删除: ; 添加: // grab corner and scale object"
microsoft_MixedRealityToolkit-Unity,CWE-465,f59c0e776e28861112357954d4ea6b1bcb282964,Changed GGV Pointer Check,,2,"共 46 处添加, 46 处删除. 示例: 删除: if (TryGetHandRayPoint(controller, out Vector3 handRayPt) == true); 添加: if (data.currentPointer is GGVPointer); 添加: {"
microsoft_MixedRealityToolkit-Unity,CWE-557,a2c83a5fad211b7eaec63b6c7c860bedb7d73c95,Move shared WMR components into a shared assembly,,26,"共 182 处添加, 90 处删除. 示例: 删除: ""Microsoft.MixedReality.Toolkit.Editor.Utilities""; 添加: ""Microsoft.MixedReality.Toolkit.Editor.Utilities"",; 添加: ""Microsoft.MixedReality.Toolkit.Providers.WindowsMixedReality."
microsoft_MixedRealityToolkit-Unity,CWE-465,3b4998a96b0dd98c45cb36a9138be2c8f626e28e,add comments for sphere pointer,,1,"共 19 处添加, 25 处删除. 示例: 删除: static private int lastRecalculation = -1;; 添加: static private int lastCalculatedFrame = -1;; 添加: /// Also provides an option to ignore colliders that are not visible."
microsoft_MixedRealityToolkit-Unity,CWE-465,f73e1aad30750962767081ff98c150955f0ed523,"removed pointer debug display -> moved to separate PR
cleanup in proximityeffect",,11,"共 0 处添加, 1839 处删除. 示例: 删除: // float maxRadius = Mathf.Max(Mathf.Max(boundsExtents.x, boundsExtents.y), boundsExtents.z);; 删除: //maxRadius *= maxRadius;; 删除: //float squareDistanceCenterToPointer = (po"
microsoft_MixedRealityToolkit-Unity,CWE-569,3c7a292061d24152b2608770062ae24b8fadc564,missing semicolon,,1,"共 1 处添加, 1 处删除. 示例: 删除: return !string.IsNullOrEmpty(guid) && guid != nullGuid;; 添加: return !string.IsNullOrEmpty(guid) && guid != nullGuid"
microsoft_MixedRealityToolkit-Unity,CWE-465,629e3b00b184d617bf6cd6c47ec280ee3f388816,Fix no OnDragUpdated events from poke pointers,,3,"共 127 处添加, 10 处删除. 示例: 添加: else if (closestProximityTouchable.EventsToReceive == TouchableEventType.Pointer); 添加: {; 添加: CoreServices.InputSystem?.RaisePointerDragged(this, pointerAction, Handedness, "
microsoft_MixedRealityToolkit-Unity,CWE-465,3fa05183d1811aa5fee1dcf8d882991ce23b4084,Fix no OnDragUpdated events from poke pointers,,3,"共 127 处添加, 10 处删除. 示例: 添加: else if (closestProximityTouchable.EventsToReceive == TouchableEventType.Pointer); 添加: {; 添加: CoreServices.InputSystem?.RaisePointerDragged(this, pointerAction, Handedness, "
microsoft_MixedRealityToolkit-Unity,CWE-569,abe4c37ee713438de762f5a775a12b2f8c2a26ef,Fix typo,,1,"共 5 处添加, 5 处删除. 示例: 删除: private const string TestSpatialAwarenessSysteProfilePath = ""Assets/MixedRealityToolkit.Tests/PlayModeTests/TestProfiles/TestMixedRealitySpatialAwarenessSystemProfile.asset"";; "
microsoft_MixedRealityToolkit-Unity,CWE-438,8f6695fcd11e2104c4162fdd432ad6e0b71411e4,Use PlayspaceToOriginLookingForward in Follow tests,,1,"共 4 处添加, 16 处删除. 示例: 删除: MixedRealityPlayspace.PerformTransformation(p =>; 删除: {; 删除: p.position = Vector3.zero;"
microsoft_MixedRealityToolkit-Unity,CWE-1219,dfc9b13f74e966a1cb77e33900e3d0071811da7f,"Moved 3 Utilities files to new TestUtilities directory, added TestUtilities asmdef and updated editmode and playmode asmdefs",,17,"共 55 处添加, 17 处删除. 示例: 删除: ""Microsoft.MixedReality.Toolkit.Tests"",; 删除: ""Microsoft.MixedReality.Toolkit.Providers.OpenVR""; 添加: ""Microsoft.MixedReality.Toolkit.Providers.OpenVR"","
microsoft_MixedRealityToolkit-Unity,CWE-429,b67f93e2387a5002743c41a04051725c1bb29491,"Move UtilitiesProvider outside the #defines, since it's an MRTK-defined type",,1,"共 9 处添加, 2 处删除. 示例: 添加: /// <summary>; 添加: /// The provider that should be used for the corresponding utilities.; 添加: /// </summary>"
microsoft_MixedRealityToolkit-Unity,CWE-1219,dd8a4be556ed6049cd585be4a4359d864a973853,Folder move,,132,"共 0 处添加, 0 处删除. 示例: "
microsoft_MixedRealityToolkit-Unity,CWE-133,f3bc6a5c87ac517ac0db6e084c5ae4a0f4556013,Updated text strings to use variables,,1,"共 4 处添加, 2 处删除. 示例: 添加: private static readonly string voiceCommandString = ""Say \""Toggle Profiler\"" to show/hide"";; 添加: private static readonly string visualProfilerTitleString = ""MRTK Visual Profile"
microsoft_MixedRealityToolkit-Unity,CWE-355,eee93ca974dcb42d0a2952d988c23e214b074224,added missing namespace and interface description,,1,"共 29 处添加, 23 处删除. 示例: 删除: ﻿using System.Collections;; 删除: using System.Collections.Generic;; 添加: ﻿"
microsoft_MixedRealityToolkit-Unity,CWE-355,f6f0f2ec5594cac99cda2dccb10c06c0244e80f8,simplified boundscontrol types usage / added component menu entry and class description,,1,"共 9 处添加, 8 处删除. 示例: 添加: using Microsoft.MixedReality.Toolkit.Experimental.UI.BoundsControlTypes;; 添加: [AddComponentMenu(""Scripts/MRTK/Experimental/Examples/BoundsControlRuntimeExample"")]; 删除: /// TODO"
microsoft_MixedRealityToolkit-Unity,CWE-355,0d54e6c0d777f2d4a5c9823688de6e3f729cef38,removed component menu,,1,"共 0 处添加, 1 处删除. 示例: 删除: [AddComponentMenu(""Scripts/MRTK/Experimental/Examples/BoundsControlRuntimeExample"")]"
microsoft_MixedRealityToolkit-Unity,CWE-355,2186619069faea306684660b6d6b7c7ec99ab3a0,add platform expansion to 2.4.0 themese,,1,"共 5 处添加, 0 处删除. 示例: 添加: - Platform expansion; 添加: **Platform expansion**; 添加: "
microsoft_MixedRealityToolkit-Unity,CWE-557,0696021c563de2d163b8b91542219c3b6d5d2bc5,Move DotNetAdapter into Shared,,8,"共 0 处添加, 0 处删除. 示例: "
microsoft_MixedRealityToolkit-Unity,CWE-1218,8a4af925a767a2fd18add5754f214288fa4af1d3,Redefine the valid size of the gltf buffers according to the spec,,1,"共 3 处添加, 1 处删除. 示例: 删除: Debug.Assert(gltfObject.buffers[0].byteLength == chunk1Length, ""chunk 1 & buffer 0 length mismatch"");; 添加: // Per the spec, ""byte length of BIN chunk could be up to 3 bytes big"
microsoft_MixedRealityToolkit-Unity,CWE-133,71ceadebc7967299f97286067921265ea78dba24,Changed character add / remove method,,1,"共 18 处添加, 7 处删除. 示例: 删除: List<CharIcon> charIconsSet = new List<CharIcon>(bis.charIcons);; 删除: charIconsSet.Add(new CharIcon { Character = unicode, Name = ""Icon "" + charIconsSet.Count.ToString() });; "
microsoft_MixedRealityToolkit-Unity,CWE-569,1d4351d951697521780f9552ff488f3fd4f6b78c,ORed syntax,,1,"共 4 处添加, 4 处删除. 示例: 删除: if (AddColliderBoundsToTarget(colliderByTransform) && boundsCalculationMethod == BoundsCalculationMethod.ColliderOverRenderer) { continue; }; 删除: if (boundsCalculationMethod =="
microsoft_MixedRealityToolkit-Unity,CWE-133,a4f5baf81024f78b2b6da4e9d33113aea442ef4d,Changing field name,,6,"共 13 处添加, 15 处删除. 示例: 删除: bool IsEyeGazeValid { get; }; 添加: bool IsGazeInputEyeBased { get; }; 删除: if (EyeTrackingProvider?.GazeTarget != null && EyeTrackingProvider.IsEyeGazeValid)"
microsoft_MixedRealityToolkit-Unity,CWE-133,b5fc9d624f8600cf031dc0e3528cd614c7e5bf53,finally some renames,,1,"共 11 处添加, 8 处删除. 示例: 删除: ExtractBounds(childTransform, boundsCalculationMethod);; 添加: ExtractBoundsCorners(childTransform, boundsCalculationMethod);; 添加: "
microsoft_MixedRealityToolkit-Unity,CWE-189,4bfa169f3ff9c8c98a881e074900ebb999fc664a,"First add the collider needed for last resort, then calculate bounds",,1,"共 1 处添加, 1 处删除. 示例: 删除: Bounds bounds = GetTargetBounds();; 添加: Bounds bounds = GetTargetBounds();"
microsoft_MixedRealityToolkit-Unity,CWE-569,445b5ea133e2e39895557decf381145af07a358c,Fix typo,,1,"共 1 处添加, 1 处删除. 示例: 删除: #### Constraint on movement; 添加: #### Constraint on rotation"
microsoft_MixedRealityToolkit-Unity,CWE-438,9bf525ff9e3e0e7af2357f0876d02a76b3d6d28c,Only render controller models if the app is playing,,1,"共 3 处添加, 2 处删除. 示例: 删除: if (IsControllerMappingEnabled()); 添加: if (IsControllerMappingEnabled() && InputSource != null); 删除: GetControllerVisualizationProfile().RenderMotionControllers)"
microsoft_MixedRealityToolkit-Unity,CWE-465,4658421e07ef985448c1b1ee72b09f60e534b5c3,Rework PointerOffsetAngle,,3,"共 40 处添加, 43 处删除. 示例: 删除: PointerOffsetAngle = -30f;; 添加: /// <inheritdoc />; 添加: public override float PointerOffsetAngle { get; protected set; } = -30f;"
microsoft_MixedRealityToolkit-Unity,CWE-355,5a4e7f95c1e12bb1c552a16157b4f80a4ed6b9fb,"more buttons, orient working",,17,"共 1853 处添加, 384 处删除. 示例: 删除: # Unity Scene Understanding Demo; 添加: # MRTK Scene Understanding Demo; 删除: This is an experminental prelease that integrates Scene Understanding (SU) as a MRTK service."
microsoft_MixedRealityToolkit-Unity,CWE-1228,c51c91a3917ac5e16beb8434aa7d53a44915ca59,Add check EyesPose.IsSupported to only call APIs when supported,,1,"共 9 处添加, 3 处删除. 示例: 添加: ; 添加: #if (UNITY_WSA && DOTNETWINRT_PRESENT) || WINDOWS_UWP; 添加: if (eyesApiAvailable)"
microsoft_MixedRealityToolkit-Unity,CWE-189,52b2ba87e54879797fccd166269dfba298ce3953,Adjusted scaling value.,,1,"共 68 处添加, 63 处删除. 示例: 删除: - target: {fileID: 6149322787555490021, guid: 478732197b53dee4694480aac1a7c98c,; 删除: type: 3}; 删除: propertyPath: m_LocalPosition.y"
microsoft_MixedRealityToolkit-Unity,CWE-355,db83a24a979f70b816ff2535938b4e4e6d75ada6,"Add component menu items for MRKeyboard, and input fields.",,3,"共 3 处添加, 1 处删除. 示例: 删除: [AddComponentMenu(""Scripts/MRTK/SDK/MixedRealityKeyboard"")]; 添加: [AddComponentMenu(""Scripts/MRTK/Experimental/MixedRealityKeyboard"")]; 添加: [AddComponentMenu(""Scripts/MRTK/Exper"
microsoft_MixedRealityToolkit-Unity,CWE-355,a69464977cbdf3ea4b2c3217e3fba9e41b890903,Rename IMixedRealityGazeProviderWithOverride to IMixedRealityGazeProviderHeadOverride,,9,"共 14 处添加, 14 处删除. 示例: 删除: public interface IMixedRealityGazeProviderWithOverride; 添加: public interface IMixedRealityGazeProviderHeadOverride; 删除: private IMixedRealityGazeProviderWithOverride GazeProv"
microsoft_MixedRealityToolkit-Unity,CWE-137,e5944c9939f7f23513b6639d7697d764b53ebd4c,Fix duped profiler markers,,1,"共 1 处添加, 5 处删除. 示例: 删除: private static ProfilerMarker RequestPointersPerfMarker = new ProfilerMarker(""Microsoft.MixedReality.Toolkit.Input.BaseInputDeviceManager.RequestPointers"");; 添加: private static"
microsoft_MixedRealityToolkit-Unity,CWE-465,f79d137ca82b005d5108571e5c6bbb428a5b1a37,Initial commit for sphere pointer fix without tests,,2,"共 42 处添加, 35 处删除. 示例: 添加: PrioritizedLayerMasksOverride = GrabLayerMasks;; 删除: var layerMasks = PrioritizedLayerMasksOverride ?? GrabLayerMasks;; 删除: "
microsoft_MixedRealityToolkit-Unity,CWE-557,a29a1fd1ba1e523fa5d6bcced892911400b43b13,Only try to get textureCoord2 is the shared mesh is readable,,1,"共 9 处添加, 1 处删除. 示例: 删除: textureCoord2 = hitInfo.textureCoord2;; 添加: MeshCollider meshCollider = hitInfo.collider as MeshCollider;; 添加: if (meshCollider == null || meshCollider.sharedMesh.isReadable)"
microsoft_MixedRealityToolkit-Unity,CWE-136,498638d62f28e191d3d05d3903e7cf735adb1f3c,Reserialize DefaultControllerMappingProfile to include the XRSDK types,,1,"共 561 处添加, 3 处删除. 示例: 添加: - controllerType:; 添加: reference: Microsoft.MixedReality.Toolkit.XRSDK.WindowsMixedReality.WindowsMixedRealityXRSDKArticulatedHand,; 添加: Microsoft.MixedReality.Toolkit.Provid"
microsoft_MixedRealityToolkit-Unity,CWE-355,4abb8aa2dd0347e8c8198b3dd8fa7f1ad482d013,"Updated Leap Profile Inspector, comments in the LeapControllerOrientation and added LeapMotionUtilities",,5,"共 68 处添加, 15 处删除. 示例: 删除: ﻿using UnityEngine;; 添加: ﻿// Copyright (c) Microsoft Corporation. All rights reserved.; 添加: // Licensed under the MIT License. See LICENSE in the project root for license inf"
microsoft_MixedRealityToolkit-Unity,CWE-1225,a50850b00d00dc1c95cc6ebea9bcf943a4dbc1f7,Add instrumentation recommendation,,1,"共 2 处添加, 0 处删除. 示例: 添加: It is highly recommended that developers instrument application code in a similar fashion. Primary areas of focus for application code instrumentation is within event handlers "
microsoft_MixedRealityToolkit-Unity,CWE-355,db667097e8808c1f1ea1bdeefcc2676da86ed9c7,Fold in Playspace transform into hand mesh display to accommodate teleport.,,1,"共 6 处添加, 2 处删除. 示例: 添加: /// Hands should follow the Playspace to accommodate teleporting, so fold in the Playspace transform.; 添加: Vector3 positionUnity = MixedRealityPlayspace.TransformPoint(translat"
microsoft_MixedRealityToolkit-Unity,CWE-1219,f87bb4b1c2a7c9b3be33e49b3702909a72f16fb2,fixed files after merging,,3,"共 1 处添加, 15 处删除. 示例: 添加: ; 删除: internal void UpdateFlattenAxis(FlattenModeType flattenAxis); 删除: {"
microsoft_MixedRealityToolkit-Unity,CWE-1226,5e34877a81bacc417c3884981f4c92335ff8c690,removed overtuned dependencies and simplified solution down,,3,"共 2 处添加, 15 处删除. 示例: 删除: ""Microsoft.MixedReality.Toolkit.Providers.WindowsMixedReality.Shared"",; 删除: ""Microsoft.MixedReality.Toolkit.Services.InputSimulation"",; 删除: ""Microsoft.MixedReality.Toolkit.Ser"
microsoft_MixedRealityToolkit-Unity,CWE-355,a640abf192ebf5699f0ef73d9a15eecd35cf8e11,stylefix,,1,"共 1 处添加, 1 处删除. 示例: 删除: //Make sure gaze cursor is not visible; 添加: // Make sure gaze cursor is not visible"
microsoft_MixedRealityToolkit-Unity,CWE-355,1f4a6b083036d236d372f197e0707aacefc98257,stylefix,,1,"共 1 处添加, 1 处删除. 示例: 删除: //Make sure gaze cursor is not visible; 添加: // Make sure gaze cursor is not visible"
microsoft_MixedRealityToolkit-Unity,CWE-355,871f3d16a7aee296310a754c542866be5cc55432,stylefix,,1,"共 1 处添加, 1 处删除. 示例: 删除: //Make sure gaze cursor is not visible; 添加: // Make sure gaze cursor is not visible"
microsoft_MixedRealityToolkit-Unity,CWE-136,b62ebdf0c30ec599c712ff137c16f79c43bf935c,"Remove reference to ""depth"", since there are other types of reprojection (planar, autoplanar)",,1,"共 2 处添加, 2 处删除. 示例: 删除: [Tooltip(""Specifies the default depth reprojection method for HoloLens 2. Note: AutoPlanar requires the DotNetWinRT adapter. DepthReprojection is the default if the adapter isn"
microsoft_MixedRealityToolkit-Unity,CWE-387,4f89da4feef8362130c5331ad6dee4c87a4ca4fd,Resolved issue with NaN propagation from zero-scale PressableButtons,,1,"共 4 处添加, 2 处删除. 示例: 删除: {; 删除: float distance = (distanceSpaceMode == SpaceMode.Local) ? localDistance * LocalToWorldScale : localDistance;; 添加: {"
microsoft_MixedRealityToolkit-Unity,CWE-355,3f7d849fbe80a63151608564ea5538bafc65bc76,Adding window icons and skin check,,10,"共 493 处添加, 6 处删除. 示例: 添加: fileFormatVersion: 2; 添加: guid: fdfc7e6656cd4dc4ab045a635ba6c018; 添加: folderAsset: yes"
microsoft_MixedRealityToolkit-Unity,CWE-465,1c6ec7fb3efda0a8a4554666070ce92e806f9359,"Modifying grab pointer behavior to use a cone instead of a sphere for grab interactions (#7712)

* Initial draft of cone pointer

* added functions to get the grasp axis as well as code for others to test various implementations

* moved code out from sphere pointer and made a separate cone pointer class

* added gizmos for sphere and cone pointers

* added the meta file

* updated prefabs equipped with the cone pointer

* removed unnecessary debug statements

* fixed order for checking object angle

* updated sphere pointer with fields allowing it to behave like the cone pointer. Removed excessive cone pointer files

* added tests and updated prefabs :)

* stylefix

* stylefix

* added hololens2 shell grab pointer prefab and made the actual grab query not incorporate the pullback distance

* updated documentation and added grabbable area gizmo

* lingering needed changes

* added guard around drawing the gizmos to prevent null pointer exceptions when viewing the prefab

* made gizmos visible when previewing prefab, updated IsNearObject definition

* updated documentation and fixed bug regressiong where you can grab objects even if they aren't within the near sector angle

* changed return value to match description

Co-authored-by: Kurtis <kurtie@microsoft.com>

* Updated documentation with picture of gizmo, addressed Kurtis's feedback

* renamed hololens2shellgrabpointer to conicalgrabpointer, fixed bug with sphere pointer setter

* finished refactoring

Co-authored-by: Kurtis <kurtie@microsoft.com>",,11,"共 892 处添加, 13 处删除. 示例: 删除: /// <param name=""rotation"">Out parameter filled with the grasp position if available, otherwise <see href=""https://docs.unity3d.com/ScriptReference/Vector3-zero.html"">Vector"
microsoft_MixedRealityToolkit-Unity,CWE-355,1f1a835a450ac95fc61530b930899de7a3990ab5,"Flipped hand diagram handedness, as well as swapped the color background.",,3,"共 1 处添加, 1 处删除. 示例: 删除: <img src=""../../Documentation/Images/InputSimulation/MRTK_Core_Input_Hands_JointNames_Dark.png"" height=""350px""  style=""display:inline;"">; 添加: <img src=""../../Documentation/Imag"
microsoft_MixedRealityToolkit-Unity,CWE-387,18d0b3cc305907e40ba4c12fa0552cb5799b3b74,"fixed flicker issue (#8020)

* fixed flicker issue by adding new designation for NearInteractionGrabbables",,6,"共 48 处添加, 5 处删除. 示例: 添加: collider.center = new Vector3(collider.size.x, collider.size.y, collider.size.z) * 0.5f;; 添加: g.IsBoundsHandles = true;; 添加: g.IsBoundsHandles = true;"
microsoft_MixedRealityToolkit-Unity,CWE-355,b2dc915768b5f3ab669ba5e463d2c9054bb075f9,Added two inspector screenshots,,3,"共 7 处添加, 0 处删除. 示例: 添加: fileFormatVersion: 2; 添加: guid: 89306ab5ab6988249a8aa53c429567a2; 添加: TextScriptImporter:"
microsoft_MixedRealityToolkit-Unity,CWE-355,cad0e9d44e8ba99d211e9f842aa676f211a2b500,Added two inspector screenshots,,3,"共 7 处添加, 0 处删除. 示例: 添加: fileFormatVersion: 2; 添加: guid: 89306ab5ab6988249a8aa53c429567a2; 添加: TextScriptImporter:"
microsoft_MixedRealityToolkit-Unity,CWE-465,aa58227018729e8b3f87b94738805e4c827c6e45,Pass the pointerId to IsPointerIdInRemovedList,,1,"共 2 处添加, 2 处删除. 示例: 删除: Debug.Assert(pointerDataToUpdate.ContainsKey(pointerId) || IsPointerIdInRemovedList());; 添加: Debug.Assert(pointerDataToUpdate.ContainsKey(pointerId) || IsPointerIdInRemovedList"
microsoft_MixedRealityToolkit-Unity,CWE-429,b64637a911d9d754daf45f575689995a2308a955,"Removing TwoHandleManipulator from PR as it is beyond scope, and poses further design issues",,2,"共 0 处添加, 948 处删除. 示例: 删除: ﻿// Copyright (c) Microsoft Corporation. All rights reserved.; 删除: // Licensed under the MIT License. See LICENSE in the project root for license information.; 删除: "
microsoft_MixedRealityToolkit-Unity,CWE-465,b7dc08e9a4051870479df5ef22c09038fb24dbbb,"Updated Hololens2 conical grab pointers to default in MRTK 2.5 (#8164)

* updated docs for conical grab pointers in MRTK 2.5

* made cone pointer the default in the main input pointer profile as well

* updated unit tests to reflect grab pointer update",,10,"共 32 处添加, 11 处删除. 示例: 删除: /// Uses SphereCastRadius + NearObjectMargin to determine if near an object.; 添加: /// Uses SphereCastRadius + NearObjectMargin to determine if near an object within the secto"
microsoft_MixedRealityToolkit-Unity,CWE-355,db37d42dd6f08e6583de4274a850a875424a1eb8,Add note about UWP in editor support for leap,,1,"共 2 处添加, 0 处删除. 示例: 添加: This provider can be used in editor and on device while on the Standalone platform.  It can also be used in editor while on the UWP platform but NOT in a UWP build.; 添加: "
microsoft_MixedRealityToolkit-Unity,CWE-1217,b1a25e2b2491d9ea6c23d249c96d33b2d1de867d,MR Dev Days Session description added.,,1,"共 1 处添加, 1 处删除. 示例: 删除: ; 添加: | Tutorial on how to create a simple MRTK app from start to finish. Learn about interaction concepts and MRTK’s multi-platform capabilities. | Deep dive on the MRTK’s UX "
microsoft_MixedRealityToolkit-Unity,CWE-355,578059287bce77bae51f1aa8610733691aca2da6,"Allow Eye gaze to be controlled with the mouse (#8180)

* Add option to move simulated eye gaze using mouse.


Co-authored-by: Julia Schwarz <jschwarz@microsoft.com>
Co-authored-by: Kurtis <kurtie@microsoft.com>",,13,"共 73 处添加, 26 处删除. 示例: 删除: private SerializedProperty simulateEyePosition;; 添加: private SerializedProperty defaultEyeGazeSimulationMode;; 添加: defaultEyeGazeSimulationMode = serializedObject.FindPropert"
microsoft_MixedRealityToolkit-Unity,CWE-429,9282e37c3c549fba5417db5bafd6fd30f86a68b6,Committing fixes for legacy ManipulationHandler,,1,"共 30 处添加, 2 处删除. 示例: 添加: ; 添加: /// <summary>; 添加: /// Calculates the unweighted average, or centroid, of all pointers'"
microsoft_MixedRealityToolkit-Unity,CWE-465,6c2a759ccc1400106a234b4ca60499e7d7d78638,"Remove incorrect prefab from pointer profile

The pointer profile list had a cursor prefab in one of the slots, instead of the correct pointer prefab. Since this input type is covered by a different (correctly assigned) pointer rule, I removed the entry.",,1,"共 0 处添加, 4 处删除. 示例: 删除: - controllerType: 2048; 删除: handedness: 7; 删除: pointerPrefab: {fileID: 1000012072213228, guid: 5b3e2856904e43c680f84f326861032a,"
microsoft_MixedRealityToolkit-Unity,CWE-136,bef8971af4b2103829145df992948bccb17d0c21,fixed another batch of typeos,,2,"共 2 处添加, 2 处删除. 示例: 删除: MRTK/Providers/WindowsMixedReality/XRSDK/*; 添加: MRTK/Providers/WindowsMixedReality/XRSDK*; 删除: Providers/WindowsMixedReality/XR2018/*"
microsoft_MixedRealityToolkit-Unity,CWE-569,7c11cbbbd5cd2fc3d817056900166750282c6b84,"Apply suggestions from code review

Fix some typos",,2,"共 7 处添加, 7 处删除. 示例: 删除: - [Unity Pacakge Manager](#unity-package-manager); 添加: - [Unity Package Manager](#unity-package-manager); 删除: ### Test Utiltiies"
microsoft_MixedRealityToolkit-Unity,CWE-569,33dbede8d336e2b77fcfc0b3ed49d4fd7007b6be,Fix compile errors,,5,"共 27 处添加, 46 处删除. 示例: 删除: break;; 删除: EditorGUILayout.PropertyField(defaultHandSimulationMode);; 添加: EditorGUILayout.PropertyField(defaultControllerSimulationMode);"
microsoft_MixedRealityToolkit-Unity,CWE-569,985191600b6ce5afe7510f87096cb3a7f8c509ac,removed obsolete lines of code,,1,"共 1 处添加, 7 处删除. 示例: 删除: var inputSimulationService = PlayModeTestUtilities.GetInputSimulationService();; 删除: GameObject.Destroy(boundsControl.gameObject);; 删除: // Wait for a frame to give Unity a chan"
microsoft_MixedRealityToolkit-Unity,CWE-355,e19f294a0007ac3f4466dd3f61d333f820b8edf1,Yooooo turning this off by default,,11,"共 11 处添加, 11 处删除. 示例: 删除: useServiceInspectors: 1; 添加: useServiceInspectors: 0; 删除: useServiceInspectors: 1"
microsoft_MixedRealityToolkit-Unity,CWE-133,8883437f223ddfb6fd07883599349e8e26c1442a,adjusted to new namespace,,1,"共 1 处添加, 1 处删除. 示例: 删除: Microsoft.MixedReality.Toolkit.Experimental.Inspectors.ElasticsManagerInspector.DrawElasticsManagerLink(elasticsManager, mh.gameObject);; 添加: Microsoft.MixedReality.Toolkit.Exp"
microsoft_MixedRealityToolkit-Unity,CWE-275,23e03047f64134934b9d542e44681ad12ef28d48,changed property assignment,,1,"共 2 处添加, 2 处删除. 示例: 删除: elasticsManager.EnableElasticsUpdate(false);; 添加: elasticsManager.EnableElasticsUpdate = false;; 删除: elasticsManager.EnableElasticsUpdate(true);"
microsoft_MixedRealityToolkit-Unity,CWE-136,c9859c3f137f90a4687bf6ded1ff20d99e2d1eb5,realign surface types with su,,2,"共 20 处添加, 18 处删除. 示例: 删除: SpatialAwarenessSurfaceTypes.Seat |; 删除: SpatialAwarenessSurfaceTypes.Table;; 添加: SpatialAwarenessSurfaceTypes.Platform;"
